admission_code,uni_code,uni_name,major_code,major_name,study_program,admission_type,admission_type_name,subject_combination,tuition_fee,province,uni_type,uni_web_link
QSX-7320101_CLC-Ưu Tiên,QSX,TRƯỜNG ĐẠI HỌC KHOA HỌC XÃ HỘI VÀ NHÂN VĂN - ĐẠI HỌC QUỐC GIA TP. HỒ CHÍ MINH,7320101_CLC,Báo chí,Chất lượng cao,UTXT,Sử dụng phương thức tuyển thẳng,UTXT,60000000,TP. Hồ Chí Minh,Công lập,https://hcmussh.edu.vn/
QSB-109-Ưu Tiên,QSB,TRƯỜNG ĐẠI HỌC BÁCH KHOA-ĐẠI HỌC QUỐC GIA THÀNH PHỐ HỒ CHÍ MINH,7520103,Kỹ thuật Cơ khí,Đại trà,UTXT,Sử dụng phương thức tuyển thẳng,UTXT,30000000,TP. Hồ Chí Minh,Công lập,https://hcmut.edu.vn
MTU-7580205-Ưu Tiên,MTU,TRƯỜNG ĐẠI HỌC XÂY DỰNG MIỀN TÂY,7580205,Kỹ thuật xây dựng công trình giao thông,Đại trà,UTXT,Sử dụng phương thức tuyển thẳng,UTXT,13000000,TP. Hồ Chí Minh,Công lập,http://www.mtu.edu.vn/
DTT-N7340101N-Ưu Tiên,DTT,TRƯỜNG ĐẠI HỌC TÔN ĐỨC THẮNG,N7340101N,Quản trị kinh doanh,(Chuyên ngành Quản trị nhà hàng - khách sạn),UTXT,Sử dụng phương thức tuyển thẳng,UTXT,27100000,TP. Hồ Chí Minh,Công lập,https://tdtu.edu.vn/
QSB-107-Ưu Tiên,QSB,TRƯỜNG ĐẠI HỌC BÁCH KHOA-ĐẠI HỌC QUỐC GIA THÀNH PHỐ HỒ CHÍ MINH,7480106,Kỹ thuật máy tính,Đại trà,UTXT,Sử dụng phương thức tuyển thẳng,UTXT,30000000,TP. Hồ Chí Minh,Công lập,https://hcmut.edu.vn
QSQ-7340101_SY-Ưu Tiên,QSQ,TRƯỜNG ĐẠI HỌC QUỐC TẾ - ĐẠI HỌC QUỐC GIA TP. HỒ CHÍ MINH,7340101_SY,Quản trị kinh doanh,Chương trình liên kết với ĐH Sydney,UTXT,Sử dụng phương thức tuyển thẳng,UTXT,45000000,TP. Hồ Chí Minh,Công lập,https://hcmiu.edu.vn/
DTT-K7340101-Ưu Tiên,DTT,TRƯỜNG ĐẠI HỌC TÔN ĐỨC THẮNG,K7340101,Quản trị kinh doanh,(song bằng 2+2) - Chương trình liên kết Đại học Kinh tế Praha (Cộng hòa Séc),UTXT,Sử dụng phương thức tuyển thẳng,UTXT,79000000,TP. Hồ Chí Minh,Công lập,https://tdtu.edu.vn/
DTT-K7340101N-Ưu Tiên,DTT,TRƯỜNG ĐẠI HỌC TÔN ĐỨC THẮNG,K7340101N,Quản trị kinh doanh,(song bằng 2.5+1.5) - Chương trình liên kết Đại học Taylor's (Malaysia),UTXT,Sử dụng phương thức tuyển thẳng,UTXT,78000000,TP. Hồ Chí Minh,Công lập,https://tdtu.edu.vn/
QSB-258-Ưu Tiên,QSB,TRƯỜNG ĐẠI HỌC BÁCH KHOA-ĐẠI HỌC QUỐC GIA THÀNH PHỐ HỒ CHÍ MINH,7520202,Thiết kế Vi mạch,Chương trình dạy và học bằng tiếng Anh,UTXT,Sử dụng phương thức tuyển thẳng,UTXT,80000000,TP. Hồ Chí Minh,Công lập,https://hcmut.edu.vn
SPS-7140212-Ưu Tiên,SPS,TRƯỜNG ĐẠI HỌC SƯ PHẠM TP. HỒ CHÍ MINH,7140212,Sư phạm Hóa học,Đại trà,UTXT,Sử dụng phương thức tuyển thẳng,UTXT,14100000,TP. Hồ Chí Minh,Công lập,https://hcmue.edu.vn/
QSX-7210213-Ưu Tiên,QSX,TRƯỜNG ĐẠI HỌC KHOA HỌC XÃ HỘI VÀ NHÂN VĂN - ĐẠI HỌC QUỐC GIA TP. HỒ CHÍ MINH,7210213,Nghệ thuật học,Đại trà,UTXT,Sử dụng phương thức tuyển thẳng,UTXT,24255000,TP. Hồ Chí Minh,Công lập,https://hcmussh.edu.vn/
QSQ-7520301-Ưu Tiên,QSQ,TRƯỜNG ĐẠI HỌC QUỐC TẾ - ĐẠI HỌC QUỐC GIA TP. HỒ CHÍ MINH,7520301,Kỹ thuật hóa học,Đại trà,UTXT,Sử dụng phương thức tuyển thẳng,UTXT,45000000,TP. Hồ Chí Minh,Công lập,https://hcmiu.edu.vn/
QSQ-7340201-Ưu Tiên,QSQ,TRƯỜNG ĐẠI HỌC QUỐC TẾ - ĐẠI HỌC QUỐC GIA TP. HỒ CHÍ MINH,7340201,Tài chính - Ngân hàng,Đại trà,UTXT,Sử dụng phương thức tuyển thẳng,UTXT,45000000,TP. Hồ Chí Minh,Công lập,https://hcmiu.edu.vn/
DTT-K7340201M-Ưu Tiên,DTT,TRƯỜNG ĐẠI HỌC TÔN ĐỨC THẮNG,K7340201M,Tài chính - Ngân hàng,(đơn bằng 2+1.5) - Chương trình liên kết Đại học Massey (New Zealand),UTXT,Sử dụng phương thức tuyển thẳng,UTXT,75000000,TP. Hồ Chí Minh,Công lập,https://tdtu.edu.vn/
DTT-FA7340115-Ưu Tiên,DTT,TRƯỜNG ĐẠI HỌC TÔN ĐỨC THẮNG,FA7340115,Marketing,Chương trình đại học bằng tiếng Anh,UTXT,Sử dụng phương thức tuyển thẳng,UTXT,70800000,TP. Hồ Chí Minh,Công lập,https://tdtu.edu.vn/
SGD-7510302-Ưu Tiên,SGD,TRƯỜNG ĐẠI HỌC SÀI GÒN,7510302,Công nghệ kỹ thuật điện tử - viễn thông,Đại trà,UTXT,Sử dụng phương thức tuyển thẳng,UTXT,38000000,TP. Hồ Chí Minh,Công lập,http://www.sgu.edu.vn
QSB-117-Ưu Tiên,QSB,TRƯỜNG ĐẠI HỌC BÁCH KHOA-ĐẠI HỌC QUỐC GIA THÀNH PHỐ HỒ CHÍ MINH,7580101,Kiến trúc,Đại trà,UTXT,Sử dụng phương thức tuyển thẳng,UTXT,30000000,TP. Hồ Chí Minh,Công lập,https://hcmut.edu.vn
TYS-7720699-Ưu Tiên,TYS,TRƯỜNG ĐẠI HỌC Y KHOA PHẠM NGỌC THẠCH,7720699,Khúc xạ nhãn khoa,Đại trà,UTXT,Sử dụng phương thức tuyển thẳng,UTXT,41800000,TP. Hồ Chí Minh,Công lập,https://www.pnt.edu.vn/
SGD-7340101-Ưu Tiên,SGD,TRƯỜNG ĐẠI HỌC SÀI GÒN,7340101,Quản trị kinh doanh,Đại trà,UTXT,Sử dụng phương thức tuyển thẳng,UTXT,30000000,TP. Hồ Chí Minh,Công lập,http://www.sgu.edu.vn
QSB-308-Ưu Tiên,QSB,TRƯỜNG ĐẠI HỌC BÁCH KHOA-ĐẠI HỌC QUỐC GIA THÀNH PHỐ HỒ CHÍ MINH,7520201,Kỹ thuật Điện - Điện tử,Chương trình chuyển tiếp quốc tế (Úc/ Hàn Quốc),UTXT,Sử dụng phương thức tuyển thẳng,UTXT,40000000,TP. Hồ Chí Minh,Công lập,https://hcmut.edu.vn
DTT-FA7340301-Ưu Tiên,DTT,TRƯỜNG ĐẠI HỌC TÔN ĐỨC THẮNG,FA7340301,Kế toán,Chương trình đại học bằng tiếng Anh,UTXT,Sử dụng phương thức tuyển thẳng,UTXT,67200000,TP. Hồ Chí Minh,Công lập,https://tdtu.edu.vn/
DTT-K7480101L-Ưu Tiên,DTT,TRƯỜNG ĐẠI HỌC TÔN ĐỨC THẮNG,K7480101L,Khoa học máy tính,(song bằng 2+2) - Chương trình liên kết Đại học La Trobe (Úc),UTXT,Sử dụng phương thức tuyển thẳng,UTXT,78000000,TP. Hồ Chí Minh,Công lập,https://tdtu.edu.vn/
QSB-209-Ưu Tiên,QSB,TRƯỜNG ĐẠI HỌC BÁCH KHOA-ĐẠI HỌC QUỐC GIA THÀNH PHỐ HỒ CHÍ MINH,7520103,Kỹ thuật cơ khí,Chương trình dạy và học bằng tiếng Anh,UTXT,Sử dụng phương thức tuyển thẳng,UTXT,80000000,TP. Hồ Chí Minh,Công lập,https://hcmut.edu.vn
QSB-128-Ưu Tiên,QSB,TRƯỜNG ĐẠI HỌC BÁCH KHOA-ĐẠI HỌC QUỐC GIA THÀNH PHỐ HỒ CHÍ MINH,751,Logistics và Quản lý chuỗi cung ứng,Đại trà,UTXT,Sử dụng phương thức tuyển thẳng,UTXT,30000000,TP. Hồ Chí Minh,Công lập,https://hcmut.edu.vn
QSB-217-Ưu Tiên,QSB,TRƯỜNG ĐẠI HỌC BÁCH KHOA-ĐẠI HỌC QUỐC GIA THÀNH PHỐ HỒ CHÍ MINH,7580102,Kiến trúc cảnh quan,Chương trình dạy và học bằng tiếng Anh,UTXT,Sử dụng phương thức tuyển thẳng,UTXT,80000000,TP. Hồ Chí Minh,Công lập,https://hcmut.edu.vn
DTT-N7210403-Ưu Tiên,DTT,TRƯỜNG ĐẠI HỌC TÔN ĐỨC THẮNG,N7210403,Thiết kế đồ họa,Đại trà,UTXT,Sử dụng phương thức tuyển thẳng,UTXT,31700000,TP. Hồ Chí Minh,Công lập,https://tdtu.edu.vn/
SPS-7140210-Ưu Tiên,SPS,TRƯỜNG ĐẠI HỌC SƯ PHẠM TP. HỒ CHÍ MINH,7140210,Sư phạm Tin học,Đại trà,UTXT,Sử dụng phương thức tuyển thẳng,UTXT,14100000,TP. Hồ Chí Minh,Công lập,https://hcmue.edu.vn/
QSC-7480104_TT-Ưu Tiên,QSC,TRƯỜNG ĐẠI HỌC CÔNG NGHỆ THÔNG TIN - ĐẠI HỌC QUỐC GIA TP. HỒ CHÍ MINH,7480104_TT,Hệ thống thông tin,Chương trình Tiên tiến,UTXT,Sử dụng phương thức tuyển thẳng,UTXT,80000000,TP. Hồ Chí Minh,Công lập,https://www.uit.edu.vn/
QSX-7140114-Ưu Tiên,QSX,TRƯỜNG ĐẠI HỌC KHOA HỌC XÃ HỘI VÀ NHÂN VĂN - ĐẠI HỌC QUỐC GIA TP. HỒ CHÍ MINH,7140114,Quản lý giáo dục,Đại trà,UTXT,Sử dụng phương thức tuyển thẳng,UTXT,24255000,TP. Hồ Chí Minh,Công lập,https://hcmussh.edu.vn/
DTT-FA7520216-Ưu Tiên,DTT,TRƯỜNG ĐẠI HỌC TÔN ĐỨC THẮNG,FA7520216,Kỹ thuật điều khiển và tự động hóa,Chương trình đại học bằng tiếng Anh,UTXT,Sử dụng phương thức tuyển thẳng,UTXT,68700000,TP. Hồ Chí Minh,Công lập,https://tdtu.edu.vn/
QSQ-7340101_WE-Ưu Tiên,QSQ,TRƯỜNG ĐẠI HỌC QUỐC TẾ - ĐẠI HỌC QUỐC GIA TP. HỒ CHÍ MINH,7340101_WE,Quản trị kinh doanh,(Chương trình liên kết với ĐH West of England) (4+0),UTXT,Sử dụng phương thức tuyển thẳng,UTXT,45000000,TP. Hồ Chí Minh,Công lập,https://hcmiu.edu.vn/
SPS-7140231_LA-Ưu Tiên,SPS,TRƯỜNG ĐẠI HỌC SƯ PHẠM TP. HỒ CHÍ MINH,7140231_LA,Sư phạm Tiếng Anh,Đào tạo tại Long An,UTXT,Sử dụng phương thức tuyển thẳng,UTXT,0,TP. Hồ Chí Minh,Công lập,https://hcmue.edu.vn/
QST-7520207_NN-Ưu Tiên,QST,TRƯỜNG ĐẠI HỌC KHOA HỌC TỰ NHIÊN - ĐẠI HỌC QUỐC GIA TP. HỒ CHÍ MINH,7520207_NN,Kỹ thuật điện tử - viễn thông,Nhóm Ngành,UTXT,Sử dụng phương thức tuyển thẳng,UTXT,31000000,TP. Hồ Chí Minh,Công lập,https://www.hcmus.edu.vn/
SGD-7440301-Ưu Tiên,SGD,TRƯỜNG ĐẠI HỌC SÀI GÒN,7440301,Khoa học môi trường,Đại trà,UTXT,Sử dụng phương thức tuyển thẳng,UTXT,32000000,TP. Hồ Chí Minh,Công lập,http://www.sgu.edu.vn
QSX-7310206-Ưu Tiên,QSX,TRƯỜNG ĐẠI HỌC KHOA HỌC XÃ HỘI VÀ NHÂN VĂN - ĐẠI HỌC QUỐC GIA TP. HỒ CHÍ MINH,7310206,Quan hệ quốc tế,Đại trà,UTXT,Sử dụng phương thức tuyển thẳng,UTXT,30000000,TP. Hồ Chí Minh,Công lập,https://hcmussh.edu.vn/
TYS-7720302-Ưu Tiên,TYS,TRƯỜNG ĐẠI HỌC Y KHOA PHẠM NGỌC THẠCH,7720302,Hộ sinh,Đại trà,UTXT,Sử dụng phương thức tuyển thẳng,UTXT,41800000,TP. Hồ Chí Minh,Công lập,https://www.pnt.edu.vn/
SGD-7520201-Ưu Tiên,SGD,TRƯỜNG ĐẠI HỌC SÀI GÒN,7520201,Kỹ thuật điện,Đại trà,UTXT,Sử dụng phương thức tuyển thẳng,UTXT,38000000,TP. Hồ Chí Minh,Công lập,http://www.sgu.edu.vn
TYS-7720101-Ưu Tiên,TYS,TRƯỜNG ĐẠI HỌC Y KHOA PHẠM NGỌC THẠCH,7720101,Y khoa,Đại trà,UTXT,Sử dụng phương thức tuyển thẳng,UTXT,55200000,TP. Hồ Chí Minh,Công lập,https://www.pnt.edu.vn/
QSC-7460108-Ưu Tiên,QSC,TRƯỜNG ĐẠI HỌC CÔNG NGHỆ THÔNG TIN - ĐẠI HỌC QUỐC GIA TP. HỒ CHÍ MINH,7460108,Khoa học dữ liệu,Đại trà,UTXT,Sử dụng phương thức tuyển thẳng,UTXT,40000000,TP. Hồ Chí Minh,Công lập,https://www.uit.edu.vn/
QST-7440112_DKD-Ưu Tiên,QST,TRƯỜNG ĐẠI HỌC KHOA HỌC TỰ NHIÊN - ĐẠI HỌC QUỐC GIA TP. HỒ CHÍ MINH,7440112_DKD,Hóa học,Chương trình tăng cường tiếng Anh,UTXT,Sử dụng phương thức tuyển thẳng,UTXT,50800000,TP. Hồ Chí Minh,Công lập,https://www.hcmus.edu.vn/
SPS-7140232-Ưu Tiên,SPS,TRƯỜNG ĐẠI HỌC SƯ PHẠM TP. HỒ CHÍ MINH,7140232,Sư phạm Tiếng Nga,Đại trà,UTXT,Sử dụng phương thức tuyển thẳng,UTXT,14100000,TP. Hồ Chí Minh,Công lập,https://hcmue.edu.vn/
SPS-7140208-Ưu Tiên,SPS,TRƯỜNG ĐẠI HỌC SƯ PHẠM TP. HỒ CHÍ MINH,7140208,Giáo dục Quốc phòng - An ninh,Đại trà,UTXT,Sử dụng phương thức tuyển thẳng,UTXT,14100000,TP. Hồ Chí Minh,Công lập,https://hcmue.edu.vn/
DTT-N7480101-Ưu Tiên,DTT,TRƯỜNG ĐẠI HỌC TÔN ĐỨC THẮNG,N7480101,Khoa học máy tính,Đại trà,UTXT,Sử dụng phương thức tuyển thẳng,UTXT,31700000,TP. Hồ Chí Minh,Công lập,https://tdtu.edu.vn/
QSX-7220208-Ưu Tiên,QSX,TRƯỜNG ĐẠI HỌC KHOA HỌC XÃ HỘI VÀ NHÂN VĂN - ĐẠI HỌC QUỐC GIA TP. HỒ CHÍ MINH,7220208,Ngôn ngữ Italia,Đại trà,UTXT,Sử dụng phương thức tuyển thẳng,UTXT,16650000,TP. Hồ Chí Minh,Công lập,https://hcmussh.edu.vn/
QSB-146-Ưu Tiên,QSB,TRƯỜNG ĐẠI HỌC BÁCH KHOA-ĐẠI HỌC QUỐC GIA THÀNH PHỐ HỒ CHÍ MINH,7460108,Khoa học dữ liệu,Đại trà,UTXT,Sử dụng phương thức tuyển thẳng,UTXT,30000000,TP. Hồ Chí Minh,Công lập,https://hcmut.edu.vn
QSX-7320104-Ưu Tiên,QSX,TRƯỜNG ĐẠI HỌC KHOA HỌC XÃ HỘI VÀ NHÂN VĂN - ĐẠI HỌC QUỐC GIA TP. HỒ CHÍ MINH,7320104,Truyền thông đa phương tiện,Đại trà,UTXT,Sử dụng phương thức tuyển thẳng,UTXT,30000000,TP. Hồ Chí Minh,Công lập,https://hcmussh.edu.vn/
QSB-148-Ưu Tiên,QSB,TRƯỜNG ĐẠI HỌC BÁCH KHOA-ĐẠI HỌC QUỐC GIA THÀNH PHỐ HỒ CHÍ MINH,7580301,Kinh tế xây dựng,Đại trà,UTXT,Sử dụng phương thức tuyển thẳng,UTXT,30000000,TP. Hồ Chí Minh,Công lập,https://hcmut.edu.vn
QSB-125-Ưu Tiên,QSB,TRƯỜNG ĐẠI HỌC BÁCH KHOA-ĐẠI HỌC QUỐC GIA THÀNH PHỐ HỒ CHÍ MINH,7850101,Quản lý tài nguyên và môi trường,Đại trà,UTXT,Sử dụng phương thức tuyển thẳng,UTXT,30000000,TP. Hồ Chí Minh,Công lập,https://hcmut.edu.vn
SGD-7480201CLC-Ưu Tiên,SGD,TRƯỜNG ĐẠI HỌC SÀI GÒN,7480201CLC,Công nghệ thông tin,Chất lượng cao,UTXT,Sử dụng phương thức tuyển thẳng,UTXT,48000000,TP. Hồ Chí Minh,Công lập,http://www.sgu.edu.vn
SPS-7140206_LA-Ưu Tiên,SPS,TRƯỜNG ĐẠI HỌC SƯ PHẠM TP. HỒ CHÍ MINH,7140206_LA,Giáo dục Thể chất,Đào tạo tại Long An,UTXT,Sử dụng phương thức tuyển thẳng,UTXT,0,TP. Hồ Chí Minh,Công lập,https://hcmue.edu.vn/
SPS-7310403-Ưu Tiên,SPS,TRƯỜNG ĐẠI HỌC SƯ PHẠM TP. HỒ CHÍ MINH,7310403,Tâm lý học giáo dục,Đại trà,UTXT,Sử dụng phương thức tuyển thẳng,UTXT,15000000,TP. Hồ Chí Minh,Công lập,https://hcmue.edu.vn/
QSX-7320101-Ưu Tiên,QSX,TRƯỜNG ĐẠI HỌC KHOA HỌC XÃ HỘI VÀ NHÂN VĂN - ĐẠI HỌC QUỐC GIA TP. HỒ CHÍ MINH,7320101,Báo chí,Đại trà,UTXT,Sử dụng phương thức tuyển thẳng,UTXT,30000000,TP. Hồ Chí Minh,Công lập,https://hcmussh.edu.vn/
SPS-7140249-Ưu Tiên,SPS,TRƯỜNG ĐẠI HỌC SƯ PHẠM TP. HỒ CHÍ MINH,7140249,Sư phạm Lịch sử - Địa lý,Đại trà,UTXT,Sử dụng phương thức tuyển thẳng,UTXT,14100000,TP. Hồ Chí Minh,Công lập,https://hcmue.edu.vn/
QSQ-7460108-Ưu Tiên,QSQ,TRƯỜNG ĐẠI HỌC QUỐC TẾ - ĐẠI HỌC QUỐC GIA TP. HỒ CHÍ MINH,7460108,Khoa học dữ liệu,Đại trà,UTXT,Sử dụng phương thức tuyển thẳng,UTXT,45000000,TP. Hồ Chí Minh,Công lập,https://hcmiu.edu.vn/
TYS-7720602-Ưu Tiên,TYS,TRƯỜNG ĐẠI HỌC Y KHOA PHẠM NGỌC THẠCH,7720602,Kỹ thuật hình ảnh y học,Đại trà,UTXT,Sử dụng phương thức tuyển thẳng,UTXT,41800000,TP. Hồ Chí Minh,Công lập,https://www.pnt.edu.vn/
QSB-229-Ưu Tiên,QSB,TRƯỜNG ĐẠI HỌC BÁCH KHOA-ĐẠI HỌC QUỐC GIA THÀNH PHỐ HỒ CHÍ MINH,7520309,Kỹ thuật vật liệu,Chương trình dạy và học bằng tiếng Anh,UTXT,Sử dụng phương thức tuyển thẳng,UTXT,80000000,TP. Hồ Chí Minh,Công lập,https://hcmut.edu.vn
QSX-7220203-Ưu Tiên,QSX,TRƯỜNG ĐẠI HỌC KHOA HỌC XÃ HỘI VÀ NHÂN VĂN - ĐẠI HỌC QUỐC GIA TP. HỒ CHÍ MINH,7220203,Ngôn ngữ Pháp,Đại trà,UTXT,Sử dụng phương thức tuyển thẳng,UTXT,24255000,TP. Hồ Chí Minh,Công lập,https://hcmussh.edu.vn/
QST-7460101_NN-Ưu Tiên,QST,TRƯỜNG ĐẠI HỌC KHOA HỌC TỰ NHIÊN - ĐẠI HỌC QUỐC GIA TP. HỒ CHÍ MINH,7460101_NN,Toán học,Nhóm Ngành,UTXT,Sử dụng phương thức tuyển thẳng,UTXT,31000000,TP. Hồ Chí Minh,Công lập,https://www.hcmus.edu.vn/
QSX-7310630-Ưu Tiên,QSX,TRƯỜNG ĐẠI HỌC KHOA HỌC XÃ HỘI VÀ NHÂN VĂN - ĐẠI HỌC QUỐC GIA TP. HỒ CHÍ MINH,7310630,Việt Nam học,Đại trà,UTXT,Sử dụng phương thức tuyển thẳng,UTXT,24255000,TP. Hồ Chí Minh,Công lập,https://hcmussh.edu.vn/
SGD-7340101CLC-Ưu Tiên,SGD,TRƯỜNG ĐẠI HỌC SÀI GÒN,7340101CLC,Quản trị kinh doanh,Chất lượng cao,UTXT,Sử dụng phương thức tuyển thẳng,UTXT,36000000,TP. Hồ Chí Minh,Công lập,http://www.sgu.edu.vn
SGD-7340406-Ưu Tiên,SGD,TRƯỜNG ĐẠI HỌC SÀI GÒN,7340406,Quản trị văn phòng,Đại trà,UTXT,Sử dụng phương thức tuyển thẳng,UTXT,30000000,TP. Hồ Chí Minh,Công lập,http://www.sgu.edu.vn
QSX-7310613_CLC-Ưu Tiên,QSX,TRƯỜNG ĐẠI HỌC KHOA HỌC XÃ HỘI VÀ NHÂN VĂN - ĐẠI HỌC QUỐC GIA TP. HỒ CHÍ MINH,7310613_CLC,Nhật Bản học,Chất lượng cao,UTXT,Sử dụng phương thức tuyển thẳng,UTXT,60000000,TP. Hồ Chí Minh,Công lập,https://hcmussh.edu.vn/
QSB-307-Ưu Tiên,QSB,TRƯỜNG ĐẠI HỌC BÁCH KHOA-ĐẠI HỌC QUỐC GIA THÀNH PHỐ HỒ CHÍ MINH,7480106,Kỹ thuật máy tính,Chương trình chuyển tiếp quốc tế (Úc/ New Zealand/ Mỹ),UTXT,Sử dụng phương thức tuyển thẳng,UTXT,40000000,TP. Hồ Chí Minh,Công lập,https://hcmut.edu.vn
QSB-115-Ưu Tiên,QSB,TRƯỜNG ĐẠI HỌC BÁCH KHOA-ĐẠI HỌC QUỐC GIA THÀNH PHỐ HỒ CHÍ MINH,7580101,Kiến trúc,Đại trà,UTXT,Sử dụng phương thức tuyển thẳng,UTXT,30000000,TP. Hồ Chí Minh,Công lập,https://hcmut.edu.vn
QST-7520402-Ưu Tiên,QST,TRƯỜNG ĐẠI HỌC KHOA HỌC TỰ NHIÊN - ĐẠI HỌC QUỐC GIA TP. HỒ CHÍ MINH,7520402,Kỹ thuật hạt nhân,Đại trà,UTXT,Sử dụng phương thức tuyển thẳng,UTXT,24700000,TP. Hồ Chí Minh,Công lập,https://www.hcmus.edu.vn/
QSB-242-Ưu Tiên,QSB,TRƯỜNG ĐẠI HỌC BÁCH KHOA-ĐẠI HỌC QUỐC GIA THÀNH PHỐ HỒ CHÍ MINH,7520130,Kỹ thuật ô tô,Chương trình dạy và học bằng tiếng Anh,UTXT,Sử dụng phương thức tuyển thẳng,UTXT,80000000,TP. Hồ Chí Minh,Công lập,https://hcmut.edu.vn
SGD-7140221-Ưu Tiên,SGD,TRƯỜNG ĐẠI HỌC SÀI GÒN,7140221,Sư phạm Âm nhạc,Đại trà,UTXT,Sử dụng phương thức tuyển thẳng,UTXT,18000000,TP. Hồ Chí Minh,Công lập,http://www.sgu.edu.vn
QSX-7580112-Ưu Tiên,QSX,TRƯỜNG ĐẠI HỌC KHOA HỌC XÃ HỘI VÀ NHÂN VĂN - ĐẠI HỌC QUỐC GIA TP. HỒ CHÍ MINH,7580112,Đô thị học,Đại trà,UTXT,Sử dụng phương thức tuyển thẳng,UTXT,24255000,TP. Hồ Chí Minh,Công lập,https://hcmussh.edu.vn/
QSX-7220202-Ưu Tiên,QSX,TRƯỜNG ĐẠI HỌC KHOA HỌC XÃ HỘI VÀ NHÂN VĂN - ĐẠI HỌC QUỐC GIA TP. HỒ CHÍ MINH,7220202,Ngôn ngữ Nga,Đại trà,UTXT,Sử dụng phương thức tuyển thẳng,UTXT,16650000,TP. Hồ Chí Minh,Công lập,https://hcmussh.edu.vn/
DTT-N7340301-Ưu Tiên,DTT,TRƯỜNG ĐẠI HỌC TÔN ĐỨC THẮNG,N7340301,Kế toán,Đại trà,UTXT,Sử dụng phương thức tuyển thẳng,UTXT,27100000,TP. Hồ Chí Minh,Công lập,https://tdtu.edu.vn/
QSQ-7220201_WE2-Ưu Tiên,QSQ,TRƯỜNG ĐẠI HỌC QUỐC TẾ - ĐẠI HỌC QUỐC GIA TP. HỒ CHÍ MINH,7220201_WE2,Ngôn ngữ Anh,(Chương trình liên kết với ĐH West of England) (2+2),UTXT,Sử dụng phương thức tuyển thẳng,UTXT,45000000,TP. Hồ Chí Minh,Công lập,https://hcmiu.edu.vn/
QSQ-7340301-Ưu Tiên,QSQ,TRƯỜNG ĐẠI HỌC QUỐC TẾ - ĐẠI HỌC QUỐC GIA TP. HỒ CHÍ MINH,7340301,Kế toán,Đại trà,UTXT,Sử dụng phương thức tuyển thẳng,UTXT,45000000,TP. Hồ Chí Minh,Công lập,https://hcmiu.edu.vn/
SGD-7480103-Ưu Tiên,SGD,TRƯỜNG ĐẠI HỌC SÀI GÒN,7480103,Kỹ thuật phần mềm,Đại trà,UTXT,Sử dụng phương thức tuyển thẳng,UTXT,38000000,TP. Hồ Chí Minh,Công lập,http://www.sgu.edu.vn
QSQ-7340101_AU-Ưu Tiên,QSQ,TRƯỜNG ĐẠI HỌC QUỐC TẾ - ĐẠI HỌC QUỐC GIA TP. HỒ CHÍ MINH,7340101_AU,Quản trị kinh doanh,Chương trình liên kết với ĐH Công nghệ Auckland,UTXT,Sử dụng phương thức tuyển thẳng,UTXT,45000000,TP. Hồ Chí Minh,Công lập,https://hcmiu.edu.vn/
QSC-7480202-Ưu Tiên,QSC,TRƯỜNG ĐẠI HỌC CÔNG NGHỆ THÔNG TIN - ĐẠI HỌC QUỐC GIA TP. HỒ CHÍ MINH,7480202,An toàn thông tin,Đại trà,UTXT,Sử dụng phương thức tuyển thẳng,UTXT,40000000,TP. Hồ Chí Minh,Công lập,https://www.uit.edu.vn/
QSB-137-Ưu Tiên,QSB,TRƯỜNG ĐẠI HỌC BÁCH KHOA-ĐẠI HỌC QUỐC GIA THÀNH PHỐ HỒ CHÍ MINH,7520401,Vật lý kỹ thuật,Đại trà,UTXT,Sử dụng phương thức tuyển thẳng,UTXT,30000000,TP. Hồ Chí Minh,Công lập,https://hcmut.edu.vn
SGD-7520202-Ưu Tiên,SGD,TRƯỜNG ĐẠI HỌC SÀI GÒN,7520202,Thiết kế vi mạch,Đại trà,UTXT,Sử dụng phương thức tuyển thẳng,UTXT,38000000,TP. Hồ Chí Minh,Công lập,http://www.sgu.edu.vn
QSX-7320303-Ưu Tiên,QSX,TRƯỜNG ĐẠI HỌC KHOA HỌC XÃ HỘI VÀ NHÂN VĂN - ĐẠI HỌC QUỐC GIA TP. HỒ CHÍ MINH,7320303,Lưu trữ học,Đại trà,UTXT,Sử dụng phương thức tuyển thẳng,UTXT,16650000,TP. Hồ Chí Minh,Công lập,https://hcmussh.edu.vn/
TYS-7720603-Ưu Tiên,TYS,TRƯỜNG ĐẠI HỌC Y KHOA PHẠM NGỌC THẠCH,7720603,Kỹ thuật Phục hồi chức năng,Đại trà,UTXT,Sử dụng phương thức tuyển thẳng,UTXT,41800000,TP. Hồ Chí Minh,Công lập,https://www.pnt.edu.vn/
QSB-208-Ưu Tiên,QSB,TRƯỜNG ĐẠI HỌC BÁCH KHOA-ĐẠI HỌC QUỐC GIA THÀNH PHỐ HỒ CHÍ MINH,752,Kỹ Thuật Điện - Điện Tử,Chương trình tiên tiến (giảng dạy bằng tiếng Anh),UTXT,Sử dụng phương thức tuyển thẳng,UTXT,80000000,TP. Hồ Chí Minh,Công lập,https://hcmut.edu.vn
